message,message_length,num_digits,num_uppercase,num_special_chars,num_words,avg_word_length,num_exclamations,num_questions,label
Where are you?when wil you reach here?,38,0,1,8,7,4.571428571428571,0,2,0
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",135,0,8,42,30,3.533333333333333,0,7,0
Oi when you gonna ring,22,0,1,4,5,3.6,0,0,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,1,11,44,32,3.90625,2,0,0
Printer is cool. I mean groovy. Wine is groovying,49,0,3,10,9,4.555555555555555,0,0,0
God bless.get good sleep my dear...i will pray!,47,0,1,12,8,5.0,1,0,0
Then anything special?,22,0,1,3,3,6.666666666666667,0,1,0
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,152,13,31,36,24,5.375,0,1,1
I'm awake oh. What's up.,24,0,2,8,5,4.0,0,0,0
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,87,0,3,24,16,4.4375,0,0,0
Dhoni have luck to win some big title.so we will win:),54,0,1,13,11,4.0,0,0,0
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),116,0,5,26,23,4.086956521739131,1,1,0
"Hmph. Go head, big baller.",26,0,2,7,5,4.4,0,0,0
Love you aathi..love u lot..,28,0,1,8,5,4.8,0,0,0
Same. Wana plan a trip sometme then,35,0,2,7,7,4.142857142857143,0,0,0
Idea will soon get converted to live:),38,0,1,8,7,4.571428571428571,0,0,0
Do Ã_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,84,1,3,23,19,3.473684210526316,0,2,0
What happened in interview?,27,0,1,4,4,6.0,0,1,0
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",159,19,24,32,25,5.4,2,0,1
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",77,1,1,19,14,4.571428571428571,0,0,0
ALRITE,6,0,6,0,1,6.0,0,0,0
ÃÃ mean it's confirmed... I tot they juz say oni... Ok then... ,65,0,4,24,12,4.416666666666667,0,0,0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",153,0,1,32,29,4.310344827586207,0,0,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",204,0,19,40,30,5.833333333333333,0,0,0
Nationwide auto centre (or something like that) on Newport road. I liked them there,83,0,3,16,14,5.0,0,0,0
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,143,0,2,33,29,3.9310344827586206,0,1,0
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,129,0,3,45,29,3.4827586206896552,0,1,0
Is ur lecture over?,19,0,1,4,4,4.0,0,1,0
"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",99,0,3,22,17,4.882352941176471,1,1,0
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,0,9,45,34,3.6470588235294117,3,1,0
Gd luck 4 ur exams :-),22,1,1,8,6,2.8333333333333335,0,0,0
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,0,3,21,19,4.421052631578948,0,1,0
I'm in a movie... Collect car oredi...,38,0,2,13,7,4.571428571428571,0,0,0
"That's good, because I need drugs",33,0,2,7,6,4.666666666666667,0,0,0
You still at grand prix?,24,0,1,5,5,4.0,0,1,0
No. But we'll do medical missions to nigeria,44,0,2,9,8,4.625,0,0,0
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,0,10,48,34,3.2058823529411766,0,1,0
Hi msg me:)i'm in office..,26,0,1,9,5,4.4,0,0,0
Are u coming to the funeral home,32,0,1,6,7,3.7142857142857144,0,0,0
Should I head straight there or what,36,0,2,6,7,4.285714285714286,0,0,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,96,1,4,23,20,3.85,0,1,0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,1,2,40,32,3.875,0,0,0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",114,0,8,29,17,5.764705882352941,0,0,1
Every monday..nxt week vl be completing..,41,0,1,9,6,6.0,0,0,0
Sweet heart how are you?,24,0,1,5,5,4.0,0,1,0
I will reach ur home in  &lt;#&gt;  minutes,43,0,1,14,8,4.25,0,0,0
"Haha get used to driving to usf man, I know a lot of stoners",60,0,2,14,14,3.357142857142857,0,0,0
"Its ok., i just askd did u knw tht no?",38,0,1,12,10,2.9,0,1,0
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,0,3,21,18,3.7777777777777777,0,0,0
"\URGENT! This is the 2nd attempt to contact U!U have WON Ã¥Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÃ¥Â£7. 50\""""",152,35,28,30,17,8.0,2,0,1
Hey happy birthday...,21,0,1,5,3,6.333333333333333,0,0,0
Bring tat cd don forget,23,0,1,4,5,3.8,0,0,0
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,67,0,2,20,13,4.076923076923077,0,0,0
Thanks for understanding. I've been trying to tell sura that.,61,0,2,12,10,5.2,0,0,0
Surely result will offer:),26,0,1,5,4,5.75,0,0,0
Or Ã_ go buy wif him then i meet Ã_ later can?,48,0,3,16,12,3.0833333333333335,0,1,0
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,0,18,37,19,7.684210526315789,0,0,0
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,127,0,2,23,21,5.095238095238095,0,0,0
My sister going to earn more than me da.,40,0,1,9,9,3.5555555555555554,0,0,0
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,62,0,3,22,14,3.5,0,0,0
Just normal only here :),24,0,1,6,5,4.0,0,0,0
Ok that's great thanx a lot.,28,0,1,7,6,3.8333333333333335,0,0,0
Shall i get my pouch?,21,0,1,5,5,3.4,0,1,0
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,127,0,2,28,27,3.740740740740741,0,0,0
If I get there before you after your ten billion calls and texts so help me god,79,0,2,16,17,3.7058823529411766,0,0,0
Blank is Blank. But wat is blank? Lol,37,0,4,9,8,3.75,0,1,0
As in i want custom officer discount oh.,40,0,1,8,8,4.125,0,0,0
"Almost there, see u in a sec",28,0,1,7,7,3.142857142857143,0,0,0
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,126,0,10,34,23,4.478260869565218,0,0,0
Yeah get the unlimited,22,0,1,3,4,4.75,0,0,0
Yup ok thanx...,15,0,1,5,3,4.333333333333333,0,0,0
u r a winner U ave been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),154,22,3,36,29,4.344827586206897,0,0,1
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,146,0,1,32,32,3.59375,1,0,0
"IÂÃÃ·ve got some salt, you can rub it in my open wounds if you like!",70,0,4,19,15,3.7333333333333334,1,0,0
Ok... But bag again..,21,0,2,8,4,4.5,0,0,0
"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",43,0,1,17,7,5.0,0,0,0
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,162,16,28,36,30,4.433333333333334,0,0,1
Which channel:-):-):):-).,25,0,1,13,2,12.0,0,0,0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,146,24,9,26,24,5.125,0,0,1
How much she payed. Suganya.,28,0,2,6,5,4.8,0,0,0
Compliments to you. Was away from the system. How your side.,60,0,3,13,11,4.545454545454546,0,0,0
"Latest Nokia Mobile or iPOD MP3 Player +Ã¥Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Ã¥Â£1,50/Mtmsgrcvd18+",129,14,30,29,18,6.222222222222222,2,0,1
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,94,0,4,22,19,4.0,0,2,0
3 pa but not selected.,22,1,0,5,5,3.6,0,0,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88,0,3,20,16,4.5625,0,0,0
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,0,1,25,26,3.5,0,0,0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,17,19,27,25,4.4,1,1,1
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,152,0,8,45,38,3.026315789473684,1,7,0
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,86,0,3,19,17,4.117647058823529,0,0,0
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",82,0,4,16,15,4.533333333333333,0,0,0
I'm on the bus. Love you,24,0,2,7,6,3.1666666666666665,0,0,0
One small prestige problem now.,31,0,1,5,5,5.4,0,0,0
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",103,5,2,30,23,3.4782608695652173,0,1,0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Ã¥Â£1000. To claim txt DIS to 87121 18+6*Ã¥Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",165,21,28,35,22,6.545454545454546,0,0,1
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,0,1,29,22,4.954545454545454,0,0,0
"Yeah I am, so I'll leave maybe 7ish?",36,1,3,10,8,3.625,0,1,0
You have got tallent but you are wasting.,41,0,1,8,8,4.25,0,0,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,159,13,14,31,27,4.888888888888889,2,1,1
Lol great now im getting hungry.,32,0,1,6,6,4.5,0,0,0
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157,0,5,40,37,3.27027027027027,0,0,0
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,202,0,5,45,39,4.205128205128205,0,0,0
"YOU VE WON! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins",168,26,33,40,25,5.76,1,0,1
Audrie lousy autocorrect,24,0,1,2,3,7.333333333333333,0,0,0
Oh that was a forwarded message. I thought you send that to me,62,0,2,13,13,3.8461538461538463,0,0,0
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",126,0,1,22,20,5.35,0,0,0
they released another Italian one today and it has a cosign option,66,0,1,11,12,4.583333333333333,0,0,0
R u meeting da ge at nite tmr?,30,0,1,8,8,2.875,0,1,0
"Whatever, juliana. Do whatever you want.",40,0,2,8,6,5.833333333333333,0,0,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,156,1,115,40,37,3.2162162162162162,1,1,0
I remain unconvinced that this isn't an elaborate test of my willpower,70,0,1,12,12,4.916666666666667,0,0,0
I'm thinking that chennai forgot to come for auction..,54,0,1,11,9,5.111111111111111,0,0,0
Watching tv lor. Nice one then i like lor.,42,0,2,10,9,3.7777777777777777,0,0,0
Can you please send me my aunty's number,40,0,1,8,8,4.125,0,0,0
Remember to ask alex about his pizza,36,0,1,6,7,4.285714285714286,0,0,0
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",161,27,32,35,25,5.48,2,0,1
I will come to ur home now,26,0,1,6,7,2.857142857142857,0,0,0
ÃÃ takin linear algebra today?,32,0,2,7,5,5.6,0,1,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,1,11,44,32,3.90625,2,0,0
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,150,0,5,36,36,3.1944444444444446,0,0,0
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,112,0,4,24,22,4.136363636363637,0,0,0
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),152,2,12,39,33,3.6363636363636362,2,0,1
1's finish meeting call me.,27,1,0,6,5,4.6,0,0,0
Do you know when dad will be back?,34,0,1,8,8,3.375,0,1,0
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123,1,4,39,28,3.4285714285714284,0,0,0
Lol u still feeling sick?,25,0,1,5,5,4.2,0,1,0
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",120,0,6,21,16,6.5625,0,0,0
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(Ã¥Â£1.50p. m),142,17,7,39,30,3.7666666666666666,0,1,1
Jus finish watching tv... U?,28,0,2,8,5,4.8,0,1,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,73,0,2,18,17,3.3529411764705883,0,0,0
"Sorry, I'll call later in meeting.",34,0,2,8,6,4.833333333333333,0,0,0
It certainly puts things into perspective when something like this happens,74,0,1,10,11,5.818181818181818,0,0,0
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",149,2,12,32,27,4.555555555555555,1,0,1
Hi..i got the money da:),24,0,1,8,5,4.0,0,0,0
Lol they were mad at first but then they woke up and gave in.,61,0,1,14,14,3.4285714285714284,0,0,0
Why tired what special there you had,36,0,1,6,7,4.285714285714286,0,0,0
Where you. What happen,22,0,2,4,4,4.75,0,0,0
No need to buy lunch for me.. I eat maggi mee..,47,0,2,14,11,3.3636363636363638,0,0,0
"Not much, just some textin'. How bout you?",42,0,2,11,8,4.375,0,1,0
You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,148,20,4,31,27,4.518518518518518,0,0,1
Mm i am on the way to railway,29,0,1,7,8,2.75,0,0,0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,1,4,39,29,3.8620689655172415,0,0,0
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,13,4,20,13,6.384615384615385,4,0,1
R u here yet? I'm wearing blue shirt n black pants.,51,0,2,13,11,3.727272727272727,0,1,0
Hello madam how are you ?,25,0,1,6,6,3.3333333333333335,0,1,0
I keep ten rs in my shelf:) buy two egg.,40,0,1,12,10,3.1,0,0,0
Quite late lar... Ard 12 anyway i wun b drivin...,49,2,2,15,10,4.0,0,0,0
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",150,1,7,39,30,4.0,2,0,0
Me too! Have a lovely night xxx,31,0,2,7,7,3.5714285714285716,1,0,0
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",188,0,5,43,37,4.108108108108108,0,0,0
I am late. I will be there at,29,0,2,8,8,2.75,0,0,0
Auntie huai juan never pick up her phone,40,0,1,7,8,4.125,0,0,0
Ok lor Ã_ reaching then message me.,36,0,2,9,7,4.285714285714286,0,0,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45,0,35,10,10,3.6,0,1,0
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,68,2,3,27,16,3.3125,0,0,0
Yes. Nigh you cant aha.,23,0,2,6,5,3.8,0,0,0
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Ã¥Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,145,23,43,30,22,5.636363636363637,2,0,1
Ok. There may be a free gym about.,34,0,2,9,8,3.375,0,0,0
No da. . Vijay going to talk in jaya tv,39,0,2,11,10,3.0,0,0,0
Give me a sec to think think about it,37,0,1,8,9,3.2222222222222223,0,0,0
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Ã¥Â£1.50/msg,165,11,16,38,28,4.928571428571429,1,2,1
We're done...,13,0,1,5,2,6.0,0,0,0
Hi dude hw r u da realy mising u today,38,0,1,9,10,2.9,0,0,0
Okie,4,0,1,0,1,4.0,0,0,0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,15,7,35,30,4.233333333333333,1,0,1
"I want to show you the world, princess :) how about europe?",59,0,1,15,12,4.0,0,1,0
Yeah that'd pretty much be the best case scenario,49,0,1,9,9,4.555555555555555,0,0,0
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,10,13,32,26,4.576923076923077,1,1,1
You do your studies alone without anyones help. If you cant no need to study.,77,0,2,16,15,4.2,0,0,0
Call him and say you not coming today ok and tell them not to fool me like this ok,82,0,1,18,19,3.3684210526315788,0,0,0
Then Ã_ wait 4 me at bus stop aft ur lect lar. If i dun c Ã_ then i go get my car then come back n pick Ã_.,110,1,5,36,29,2.8275862068965516,0,0,0
Juz go google n search 4 qet...,31,1,1,9,7,3.5714285714285716,0,0,0
Hanging out with my brother and his family,42,0,1,7,8,4.375,0,0,0
Yupz... I've oredi booked slots 4 my weekends liao... ,54,1,2,16,9,5.0,0,0,0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,2,88,31,27,3.5185185185185186,0,0,0
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",184,0,1,41,38,3.8684210526315788,0,0,0
My birthday is on feb  &lt;#&gt;  da. .,39,0,1,16,8,3.75,0,0,0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",332,0,11,81,64,4.1875,0,0,0
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,84,0,4,19,17,4.0,0,0,0
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,273,1,7,67,48,4.666666666666667,0,0,0
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",104,0,3,22,17,5.176470588235294,0,0,0
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,1,2,20,19,4.631578947368421,2,0,0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,0,1,23,16,5.5625,0,0,0
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,245,0,5,60,56,3.392857142857143,0,0,0
You busy or can I come by at some point and figure out what we're doing tomorrow,80,0,2,17,17,3.764705882352941,0,0,0
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,0,3,19,18,3.7777777777777777,0,0,0
WHORE YOU ARE UNBELIEVABLE.,27,0,23,4,4,6.0,0,0,0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",97,24,12,27,17,4.764705882352941,1,2,1
Shant disturb u anymore... Jia you...,37,0,2,11,6,5.333333333333333,0,0,0
Guess he wants alone time. We could just show up and watch when they do..,73,0,2,17,15,3.933333333333333,0,0,0
Detroit. The home of snow. Enjoy it.,36,0,3,9,7,4.285714285714286,0,0,0
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,152,2,35,30,22,5.954545454545454,2,0,1
No need to ke qi... ÃÃ too bored izzit y suddenly thk of this...,66,0,3,21,14,3.7857142857142856,0,0,0
"Machan you go to gym tomorrow,  i wil come late goodnight.",58,0,1,13,11,4.2727272727272725,0,0,0
"I can't right this second, gotta hit people up first",52,0,1,11,10,4.3,0,0,0
Please dont say like that. Hi hi hi,35,0,2,8,8,3.5,0,0,0
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Ã¥Â£1.50 per wk 2 opt out send STOP 08452810071 16,156,21,31,36,32,3.90625,1,0,1
"I call you later, don't have network. If urgnt, sms me.",55,0,2,15,11,4.090909090909091,0,0,0
Sent me de webadres for geting salary slip,42,0,1,7,8,4.375,0,0,0
Watching tv lor...,18,0,1,5,3,5.333333333333333,0,0,0
"Sorry, I'll call later",22,0,2,5,4,4.75,0,0,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,161,18,24,33,27,5.0,1,0,1
"Like  &lt;#&gt; , same question",31,0,1,11,5,5.2,0,0,0
Yes.mum lookin strong:),23,0,1,5,3,7.0,0,0,0
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",155,35,17,33,25,5.24,4,0,1
Aight what time you want me to come up?,39,0,1,9,9,3.4444444444444446,0,1,0
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,65,15,6,13,11,5.0,1,1,1
Call me when u're done...,25,0,1,8,5,4.2,0,0,0
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",160,2,20,35,28,4.75,1,1,1
Thanx a lot...,14,0,1,5,3,4.0,0,0,0
Am okay. Will soon be over. All the best,40,0,3,10,9,3.5555555555555554,0,0,0
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,0,7,37,32,3.875,3,2,0
Erm. I thought the contract ran out the4th of october.,54,1,2,11,10,4.5,0,0,0
Yes just finished watching days of our lives. I love it.,56,0,2,12,11,4.181818181818182,0,0,0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,0,7,36,30,3.966666666666667,0,0,0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,0,4,39,28,4.607142857142857,0,0,0
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,98,0,3,23,19,4.2105263157894735,0,1,0
Spoons it is then okay?,23,0,1,5,5,3.8,0,1,0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281,9,6,87,58,3.8620689655172415,1,0,0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,5,13,20,18,4.055555555555555,1,0,1
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,162,0,18,31,28,4.821428571428571,0,0,0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,77,0,4,28,15,4.2,0,0,0
"URGENT! Your mobile No 077xxx WON a Ã¥Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",156,31,31,35,26,5.038461538461538,4,0,1
You didnt complete your gist oh.,32,0,1,6,6,4.5,0,0,0
No just send to you. Bec you in temple na.,42,0,2,11,10,3.3,0,0,0
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),90,0,4,24,19,3.789473684210526,0,0,0
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,0,5,21,12,3.8333333333333335,6,0,0
Now only i reached home. . . I am very tired now. . I will come tomorro,71,0,3,21,17,3.235294117647059,0,0,0
Hey anyway i have to :-),24,0,1,8,6,3.1666666666666665,0,0,0
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Ã¥Â£250 3 WANT Ã¥Â£800,164,14,108,41,33,4.0,0,0,1
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,85,0,2,17,16,4.375,0,0,0
This is all just creepy and crazy to me.,40,0,1,9,9,3.5555555555555554,0,0,0
"We made it! Eta at taunton is 12:30 as planned, hope thatÂÃÃ·s still okday?! Good to see you! :-xx",100,4,6,29,19,4.315789473684211,3,1,0
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",147,0,8,38,31,3.774193548387097,0,3,0
Alex says he's not ok with you not being ok with it,51,0,1,12,12,3.3333333333333335,0,0,0
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÃ¥Ãs the least a unique person like u deserve. Sleep tight or morning,139,1,5,31,28,4.0,0,0,0
"Yeah, we got one lined up for us",32,0,1,8,8,3.125,0,0,0
Full heat pa:-) i have applyed oil pa.,38,0,1,11,8,3.875,0,0,0
U in town alone?,16,0,1,4,4,3.25,0,1,0
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,1,39,16,15,2.8,0,0,0
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,115,0,3,27,23,4.043478260869565,0,1,0
MMM ... Fuck .... Merry Christmas to me,39,0,6,14,8,4.0,0,0,0
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,0,15,38,27,4.703703703703703,0,0,0
You have 1 new voicemail. Please call 08719181503,49,12,2,8,8,5.25,0,0,1
"I've got ten bucks, jay is being noncomittal",44,0,1,9,8,4.625,0,0,0
